id,grupo,nombre,descripcion,termino,visto
714,programa,Derechos de Cobro de las necesidades cubiertas de energías de balance RR,<p>El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.</p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere a los derechos de cobro asociados al proceso de asignación de energías de balance RR.</p><p>Este indicador da continuidad al correspondiente del antiguo proceso de Gestión de desvíos generación-consumo.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>,D+1,2026-08-31
715,programa,Obligaciones de Pago de las necesidades cubiertas de energías de balance RR,<p>El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.</p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere a las obligaciones de pago asociadas al proceso de asignación de energías de balance RR.</p><p>Este indicador da continuidad al correspondiente del antiguo proceso de Gestión de desvíos generación-consumo.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>,D+1,2026-08-31
716,programa,Derechos de Cobro de las necesidades cubiertas de energías mFRR,"<p>La regulación terciaria se corresponde con el producto estándar europeo de reserva manual para la recuperación de la frecuencia (mFRR, por sus siglas en inglés). Es un servicio de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema y permite la restitución del uso de reserva automática de regulación secundaria.</p><p>La asignación de energía de balance mFRR se realiza a través de la plataforma europea de mFRR (MARI) en aplicación del artículo 20 del Reglamento sobre balance eléctrico.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere a los derechos de cobro asociados a las necesidades cubiertas en el proceso de asignación de energías de balance mFRR.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>",H+3,2026-08-31
718,prevision,Derechos de cobro por energía de regulación secundaria,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a los derechos de cobro asociados al proceso de activación de secundaria.</p><p><b>Publicación:</b> diariamente a las 07:45 horas con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>",previsto,2026-08-31
719,prevision,Obligaciones de pago por energía de regulación secundaria,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a las obligaciones de pago asociados al proceso de activación de secundaria.</p><p><b>Publicación:</b> diariamente a las 07:45 horas con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>",previsto,2026-08-31
720,programa,Energía asignada por restricciones en tiempo real a subir,<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada por restricciones en tiempo real a subir.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>,D+1,2026-08-31
721,programa,Energía asignada por restricciones en tiempo real a bajar,<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada por restricciones en tiempo real a bajar.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>,D+1,2026-08-31
724,programa,Coste del proceso de solución de Restricciones Técnicas de Seguridad en Tiempo Real,<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere al coste asociado al proceso de restricciones en tiempo real.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>,D+1,2026-08-31
725,programa,Coste unitario soportado por la demanda del proceso de solución de Restricciones Técnicas de Seguridad en Tiempo Real,"<p>El proceso de soluci&oacute;n de restricciones t&eacute;cnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas durante la operaci&oacute;n en tiempo real mediante la modificaci&oacute;n de los programas de las Unidades de Programaci&oacute;n.</p>

<p>Este servicio se encuentra regulado en el P.O.-3.2.</p>

<p>En concreto este indicador se refiere al coste unitario soportado por la demanda asociado al proceso de restricciones en tiempo real.</p>

<p><b>Publicaci&oacute;n:</b> diariamente a las 7:45 con la informaci&oacute;n del d&iacute;a anterior y a partir de las 19:30 para d&iacute;as pasados seg&uacute;n el calendario de liquidaciones.</p>",D+1,2026-08-31
726,programa,Coste de los desvíos medidos de mayor producción,<p>Los desvíos medidos son la diferencia entre la energía programada y la energía medida. </p><p>El precio de los desvíos se calcula de acuerdo a lo establecido en el P.O. 14.4.</p><p>En concreto este indicador se refiere coste de los desvíos cuando se genera más de lo programado.</p><p>  </p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>,D+1,2026-08-31
727,programa,Coste de los desvíos medidos de menor producción,<p>Los desvíos medidos son la diferencia entre la energía programada y la energía medida. </p><p>El precio de los desvíos se calcula de acuerdo a lo establecido en el P.O. 14.4.</p><p>En concreto este indicador se refiere coste de los desvíos cuando se genera menos de lo programado.</p><p>  </p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>,D+1,2026-08-31
